t,x,tf,ts
0.00373125,0.738,0.9999715,1.0002385
0.3124,0.236,1.0001123,0.9955708
0.26546875,0.817,1.0000535,1.0001298
0.40265,0.919,1.0000676,1.0000592
0.21567813,0.123,1.0001632,0.9999163
0.22562188,0.195,1.0000985,1.0001004
0.7304875,0.636,1.0007489,0.99771094
0.8648406,0.679,1.1305274,1.3214064
0.9427469,0.774,1.08412,1.2110909
0.4593875,0.576,1.0000784,0.9996661
0.6766344,0.625,0.9998363,0.9979757
0.5203625,0.168,2.0019941,2.7559261
0.8920969,0.448,1.9989754,2.476903
0.86999685,0.631,1.2707115,1.5708917
0.8331594,0.131,3.0368376,3.518456
0.47917187,0.401,1.0000433,0.9922677
0.60739374,0.732,1.0000683,0.9997194
0.932375,0.187,3.0581555,3.4662642
0.95018125,0.708,1.2534226,1.5303987
0.7142406,0.816,1.0000594,0.99971807
0.6964313,0.766,1.0000325,0.9994743
0.48487186,0.06,2.332295,3.4420252
0.90515,0.714,1.1359936,1.3289394
0.3568406,0.657,1.0000538,1.0000889
0.016321875,0.736,0.9999734,1.0002419
0.42094064,0.818,1.000063,1.0000557
0.77681875,0.323,2.1715188,2.7027116
0.93280625,0.398,2.3150916,2.7868528
0.52590626,0.576,0.9999963,0.9990202
0.67823124,0.651,0.999779,0.9987929
0.6358844,0.389,1.4035197,1.8361069
0.24706562,0.748,1.0000448,1.0001571
0.0194375,0.547,0.9999608,1.0001976
0.46192813,0.478,0.9999229,0.99858916
0.08053125,0.239,0.99996626,1.0001016
0.007228125,0.548,0.99996126,1.0001904
0.13018125,0.615,0.99998796,1.0002443
0.95220935,0.464,2.11023,2.574574
0.61840314,0.128,2.5283704,3.233572
0.4162625,0.359,0.99993575,0.99569654
0.8896625,0.644,1.2834654,1.5873278
0.19096875,0.866,1.0000454,1.0001755
0.73739064,0.408,1.6736319,2.1608257
0.13865624,0.309,0.99995625,1.000188
0.18174063,0.349,0.9999695,1.000224
0.892,0.845,0.9999912,0.99980915
0.26441562,0.381,1.0000497,1.0001637
0.45569688,0.674,1.0000675,0.99998057
0.1685875,0.811,1.0000353,1.000203
0.12289375,0.756,1.0000117,1.0002394
0.4183,0.302,1.0151471,1.0398506
0.4390281,0.379,0.99993825,0.99527645
0.80298126,0.221,2.6677861,3.1759977
0.6663188,0.822,1.0000681,0.9998864
0.51580936,0.596,1.0000501,0.99934685
0.33004063,0.512,1.0000609,1.0000706
0.7692937,0.687,0.9998368,0.99676347
0.14313437,0.905,1.0000389,1.0002029
0.62738127,0.274,1.8908683,2.4830632
0.1515375,0.033,0.99999416,0.9997895
0.2104625,0.877,1.0000501,1.0001593
0.8138625,0.37,2.0841208,2.5956202
0.24804688,0.078,1.0041835,1.0560559
0.208275,0.793,1.0000416,1.0001769
0.31425625,0.334,1.0001072,0.99934995
0.8677625,0.944,1.000076,0.9998796
0.4715469,0.803,1.0000632,1.0000395
0.62735623,0.173,2.3660946,3.0242934
0.085153125,0.742,0.9999949,1.0002501
0.9291375,0.321,2.6008573,3.0592918
0.20664687,0.73,1.0000341,1.0001923
0.4550375,0.302,1.1037011,1.3100703
0.40858126,0.433,0.99999774,0.99878585
0.027403126,0.931,1.0000062,1.0002536
0.2759531,0.187,1.0002681,0.9964392
0.03508125,0.972,1.0000151,1.0002486
0.16847187,0.004,0.9999702,0.9996089
0.6247906,0.55,0.99990225,0.9948454
0.93981564,0.436,2.185113,2.655044
0.90580314,0.345,2.450204,2.9263906
0.34605938,0.321,0.9999943,0.99815166
0.5693688,0.622,0.99999535,0.99908984
0.48841876,0.426,0.99993205,0.99507844
0.9168969,0.092,3.268897,3.6994033
0.6959062,0.714,0.9999093,0.9990947
0.7324719,0.802,1.0000385,0.9995506
0.1837125,0.66,1.0000166,1.0002233
0.9430125,0.648,1.4124033,1.7630708
0.589325,0.061,2.6711693,3.5603542
0.24966562,0.226,1.0001618,0.9998472
0.2871125,0.801,1.000054,1.0001186
0.862075,0.665,1.1582515,1.3774519
0.6973125,0.681,0.9998007,0.9989754
0.7281656,0.166,2.6874852,3.2544956
0.22400312,0.435,1.0000031,1.0002302
0.8552719,0.976,1.0000709,0.99999416
0.2884,0.159,1.009969,1.0442712
0.26414064,0.479,1.0000292,1.0001906
0.793825,0.453,1.6733798,2.1394525
0.0049,0.76,0.99997365,1.0002425
0.17264688,0.201,0.9999715,1.0001527
0.0767375,0.683,0.9999821,1.0002463
0.1373375,0.34,0.9999553,1.000198
0.14196563,0.125,0.99998355,1.0000327
0.84035623,0.985,1.0000668,1.0000261
0.2597375,0.241,1.0001664,0.9997076
0.8313406,0.277,2.5217042,3.0232792
0.4436094,0.462,0.999946,0.99863136
0.8390094,0.265,2.5890555,3.0832205
0.36863124,0.117,1.560703,2.5228276
0.0275125,0.655,0.999967,1.0002292
0.24602188,0.912,1.0000576,1.0001297
0.32793126,0.419,1.0000912,0.9998584
0.2575594,0.069,1.0348561,1.40852
0.7648344,0.114,2.9488902,3.502656
0.31242812,0.958,1.0000654,1.0000913
0.76517814,0.633,1.0301745,1.0792713
0.45892814,0.165,1.7543293,2.5369024
0.86349374,0.111,3.1437716,3.6074877
0.8851125,0.954,1.0000821,0.99989104
0.9112625,0.554,1.6454062,2.0693889
0.22887813,0.862,1.0000516,1.0001483
0.8460969,0.956,1.0000707,0.99995244
0.40160626,0.792,1.000061,1.0000627
0.6180469,0.683,1.0000192,0.9992877
0.15511562,0.91,1.0000421,1.0001937
0.9523156,0.575,1.6879599,2.1093416
0.7544594,0.503,1.3583069,1.7300426
0.42403126,0.25,1.1844902,1.5354195
0.5588313,0.097,2.460957,3.300486
0.56560314,0.683,1.0000685,0.9996536
0.55105937,0.432,1.0180434,1.0472705
0.61595625,0.868,1.0000648,1.0000157
0.7987813,0.947,1.0000654,0.99998975
0.1798375,0.685,1.00002,1.000221
0.42769688,0.373,0.9999182,0.9959855
0.44835624,0.051,2.2177,3.4671545
0.6631219,0.694,0.99994004,0.9990784
0.202425,0.599,1.0000126,1.0002238
0.87820935,0.751,1.019818,1.0481081
0.21247187,0.065,1.0003058,0.999459
0.02305,0.778,0.9999808,1.000249
0.42911562,0.003,2.2242799,3.9659152
0.73695314,0.562,1.1253566,1.3222494
0.9144812,0.755,1.0692465,1.1762124
0.9113125,0.887,1.0000584,0.9999701
0.7893031,0.593,1.1721427,1.4127979
0.49610937,0.812,1.0000641,1.0000333
0.5561625,0.656,1.000062,0.9995295
0.6558625,0.081,2.794075,3.521503
0.420175,0.71,1.0000603,1.0000457
0.7681,0.385,1.8738726,2.3850327
0.8173938,0.706,1.0063614,1.0136936
0.385925,0.685,1.0000573,1.0000672
0.13256562,0.087,0.9999958,0.99995387
0.61705,0.335,1.5671833,2.079925
0.4235875,0.73,1.0000604,1.0000484
0.6322906,0.517,1.012029,1.0285525
0.768325,0.865,1.0000616,0.99977887
0.4972875,0.948,1.0000695,1.0000455
0.38455936,0.317,0.9999963,0.9944637
0.11255625,0.716,1.0000012,1.0002462
0.50570315,0.867,1.0000652,1.0000404
0.48950312,0.719,1.0000668,0.99998355
0.48139375,0.981,1.0000714,1.0000488
0.7086313,0.923,1.0000641,1.0000219
0.36245313,0.752,1.000057,1.0000829
0.616225,0.951,1.0000666,1.0000488
0.22679375,0.269,1.000036,1.0002004
0.75965315,0.891,1.0000662,0.9999027
0.7953563,0.389,1.9449159,2.4532661
0.21049063,0.633,1.0000213,1.0002123
0.6891875,0.248,2.2273898,2.8117886
0.8396,0.784,0.9999008,0.9992174
0.9181344,0.609,1.4715306,1.8479693
0.5650875,0.72,1.0000724,0.999828
0.43650937,0.953,1.00007,1.0000527
0.145425,0.876,1.0000361,1.0002068
0.84299064,0.886,1.0000521,0.9996829
0.2232875,0.348,1.000006,1.0002271
0.33794376,0.291,1.0000076,0.9973401
0.46739376,0.806,1.0000628,1.0000414
0.3352031,0.639,1.0000502,1.0001078
0.3138375,0.849,1.0000596,1.0000958
0.59286875,0.369,1.3331009,1.7420428
0.5101563,0.979,1.0000709,1.0000472
0.43809375,0.618,1.000073,0.9999268
0.3458125,0.604,1.0000533,1.0000919
0.52013123,0.819,1.0000645,1.0000265
0.4421844,0.409,0.99983513,0.99759626
0.32909375,0.244,1.0002357,0.9941269
0.17195,0.074,0.9999902,0.9999188
0.09956875,0.365,0.99995494,1.0001831
0.5254844,0.933,1.0000683,1.000044
0.4874125,0.544,1.0000219,0.9990934
0.23410624,0.743,1.0000417,1.000168
0.8863,0.699,1.1303428,1.3190598
0.25412187,0.956,1.0000607,1.0001211
0.7414875,0.591,1.0659374,1.1781402
0.06040625,0.466,0.9999567,1.0001938
0.76901877,0.576,1.1677688,1.4068786
0.83133435,0.39,2.0534616,2.5564218
0.051571876,0.998,1.0000237,1.0002393
0.8870875,0.829,0.9999391,0.999506
0.0360375,0.086,1.000009,0.99989843
0.91512185,0.504,1.8459932,2.302001
0.883275,0.085,3.232719,3.6984887
0.1108875,0.52,0.9999647,1.0002303
0.8475937,0.649,1.1651474,1.3923542
0.17065625,0.756,1.0000278,1.000213
0.64222187,0.109,2.6684575,3.3671021
0.7971187,0.612,1.1408076,1.3493595
0.831275,0.579,1.3264921,1.6642544
0.22040312,0.103,1.0003108,0.999542
0.6329844,0.594,0.9997865,0.9982538
0.92311877,0.598,1.5230113,1.9137646
0.03400625,0.01,1.0000132,0.9995526
0.9473031,0.921,1.0001261,1.000133
0.71629685,0.76,0.9999919,0.99932194
0.4911125,0.384,1.0066763,1.0106779
0.39935938,0.095,1.8253111,2.9166617
0.088434376,0.466,0.99995685,1.0002083
0.056765623,0.195,0.99997723,1.00005
0.1646125,0.52,0.9999825,1.00024
0.021453125,0.568,0.99996126,1.0002046
0.89971876,0.057,3.304222,3.7918134
0.39045626,0.07,1.8916608,3.1502934
0.3244625,0.742,1.0000538,1.0001053
0.28142187,0.485,1.0000395,1.0001652
0.38874376,0.955,1.0000689,1.0000634
0.12543125,0.376,0.9999548,1.0002024
0.8468469,0.764,0.9997935,0.9979764
0.90757185,0.825,0.99978745,0.9987663
0.7280656,0.498,1.2956587,1.6393895
0.4511875,0.669,1.0000674,0.9999815
0.111328125,0.678,0.9999927,1.0002469
0.19220625,0.053,1.0000412,0.99978423
0.16753125,0.806,1.0000336,1.000205
0.58528125,0.949,1.0000674,1.000047
0.01350625,0.955,1.0000051,1.000255
0.031565625,0.23,0.99997437,1.000058
0.7572656,0.78,0.9999597,0.99932194
0.094425,0.498,0.9999596,1.0002192
0.8032594,0.31,2.307231,2.8280163
0.44175,0.793,1.0000621,1.0000483
0.26434064,0.944,1.0000608,1.0001165
0.29929376,0.184,1.0042118,1.0119445
0.71031874,0.868,1.0000663,0.9999281
0.02693125,0.896,1.0000005,1.0002549
0.5993937,0.256,1.8734616,2.4855018
0.018446876,0.716,0.9999713,1.0002387
0.28517812,0.723,1.0000482,1.0001346
0.538525,0.357,1.1900421,1.4947464
0.3899969,0.198,1.2652652,1.7721866
0.08881562,0.562,0.99996555,1.0002315
0.20671563,0.041,1.000242,0.9994575
0.242525,0.486,1.0000166,1.0002141
0.64225936,0.306,1.793855,2.3560362
0.25356564,0.127,1.000598,0.99785066
0.5181406,0.711,1.000071,0.9999242
0.8305344,0.409,1.9713794,2.4686666
0.51008123,0.769,1.0000652,1.0000067
0.44925624,0.356,1.0011885,0.99301493
0.684975,0.391,1.5665214,2.0455942
0.5882969,0.38,1.2739261,1.641805
0.52660936,0.717,1.000071,0.99991953
0.096415624,0.821,1.0000128,1.0002433
0.02028125,0.632,0.99996424,1.0002216
0.87801874,0.753,1.0173,1.0415816
0.72353125,0.799,1.0000434,0.9995725
0.23525,0.756,1.000043,1.0001643
0.88208437,0.699,1.121425,1.3005998
0.35189375,0.6,1.0000553,1.0000823
0.5580937,0.957,1.0000685,1.0000465
0.18317187,0.879,1.0000452,1.0001789
0.3676406,0.704,1.0000553,1.0000821
0.3951094,0.662,1.0000595,1.0000519
0.10948125,0.545,0.9999683,1.0002344
0.4836,0.986,1.0000715,1.0000495
0.71987814,0.208,2.49688,3.0661278
0.25030938,0.119,1.0006332,0.9980235
0.805225,0.188,2.795227,3.2965689
0.066603124,0.486,0.99995744,1.0002033
0.948575,0.248,2.9000177,3.3200736
0.85922813,0.375,2.1997643,2.6974702
0.7341125,0.901,1.0000653,0.9999685
0.26453438,0.367,1.0000558,1.0001515
0.077971876,0.796,1.0000025,1.00025
0.4147875,0.569,1.0000774,0.9998838
0.047590625,0.093,1.0000066,0.99991965
0.69725,0.15,2.666984,3.2685418
0.041075,0.304,0.9999645,1.0001081
0.7538844,0.159,2.7773886,3.3224945
0.38295314,0.753,1.000058,1.000072
0.9531031,0.772,1.107202,1.2637358
0.2518625,0.364,1.0000397,1.00019
0.72795314,0.042,3.041861,3.7688665
0.0605,0.431,0.99995697,1.0001816
0.3191625,0.708,1.0000508,1.0001137
0.34924376,0.891,1.0000643,1.0000765
0.596975,0.712,1.000066,0.99965894
0.90512186,0.131,3.1637416,3.5866075
0.3227344,0.764,1.0000547,1.0001028
0.12616874,0.379,0.9999546,1.0002038
0.23866875,0.786,1.000047,1.0001554
0.31375313,0.544,1.0000484,1.0001233
0.7512938,0.372,1.8748106,2.393311
0.060346875,0.411,0.9999567,1.0001739
0.07935,0.311,0.99995923,1.0001436
0.5422594,0.528,0.9997785,0.9983555
0.017771875,0.309,0.9999678,1.0000926
0.22684687,0.371,1.0000073,1.0002272
0.773375,0.081,3.053123,3.6333528
0.6426031,0.546,1.0014287,0.9974301
0.06682187,0.626,0.9999702,1.0002364
0.66205937,0.444,1.2804633,1.6308692
0.190175,0.301,0.9999747,1.0002166
0.6546094,0.866,1.0000659,0.9999907
0.35355625,0.838,1.0000618,1.0000783
0.14697812,0.014,0.9999933,0.9997144
0.44787812,0.425,0.9998269,0.9979507
0.61974686,0.465,1.0894202,1.2475178
0.008184375,0.426,0.9999627,1.0001416
0.86109686,0.202,2.8711586,3.3332062
0.32000312,0.643,1.0000472,1.0001218
0.60484064,0.308,1.6451272,2.1922607
0.7114781,0.088,2.9067802,3.5484543
0.449175,0.483,0.99998796,0.9988338
0.22895,0.691,1.0000346,1.0001848
0.82044375,0.124,3.0322247,3.527532
0.38325626,0.424,1.0000546,0.9991168
0.33841875,0.786,1.0000575,1.000091
0.3809375,0.707,1.000057,1.0000732
0.33527812,0.117,1.3809465,2.2691307
0.10015,0.084,1.0000043,0.99993277
0.50749373,0.694,1.000072,0.999912
0.02955,0.437,0.9999598,1.0001624
0.3489875,0.322,0.9999851,0.9980712
0.5514,0.257,1.680899,2.2834067
0.6855906,0.149,2.6393719,3.2531543
0.6213156,0.192,2.2597566,2.9115725
0.0367875,0.142,0.99999213,0.9999876
0.053259376,0.263,0.9999671,1.0000948
0.92975,0.655,1.3552418,1.6861125
0.44505313,0.561,1.0000796,0.9996779
0.106,0.716,0.9999982,1.0002474
0.84965,0.978,1.0000696,1.0000042
0.53159064,0.899,1.0000666,1.0000416
0.8433781,0.731,1.0067225,1.0147697
0.39940625,0.272,1.0324286,1.1011045
0.94460624,0.288,2.7561278,3.1946511
0.8643156,0.417,2.0417233,2.5319128
0.4203531,0.508,1.0000776,0.9995134
0.43790936,0.177,1.5948873,2.327345
0.47461563,0.611,1.0000778,0.99976027
0.13351563,0.048,1.0000045,0.99985325
0.0746,0.084,1.0000081,0.9999176
0.29161564,0.667,1.0000441,1.0001417
0.7193,0.959,1.0000627,1.000049
0.7182594,0.133,2.7822366,3.371119
0.48289374,0.314,1.1560239,1.4359069
0.112628125,0.029,1.0000157,0.9997946
0.78976876,0.433,1.7418869,2.223421
0.4105594,0.394,0.9998821,0.99810183
0.54925627,0.808,1.0000654,1.0000073
0.07204375,0.416,0.999956,1.0001835
0.13102813,0.39,0.9999558,1.0002091
0.5457594,0.066,2.5248075,3.4789014
0.18350625,0.25,0.9999727,1.0001941
0.13270625,0.826,1.0000257,1.000224
0.47833437,0.274,1.3008533,1.7471898
0.6203188,0.647,0.99991775,0.9989308
0.5310063,0.774,1.0000662,0.9999933
0.70379686,0.792,1.0000514,0.9996213
0.7093125,0.327,1.9337124,2.4802594
0.121609375,0.665,0.99999464,1.0002455
0.0935125,0.339,0.99995613,1.0001681
0.80526876,0.659,1.0525148,1.1389729
0.37835938,0.838,1.0000627,1.0000688
0.39709687,0.084,1.8644425,3.0222611
0.11354688,0.413,0.9999553,1.0002065
0.46325937,0.933,1.0000687,1.0000479
0.46041876,0.8,1.0000632,1.0000428
0.1467,0.736,1.0000173,1.0002309
0.6686906,0.804,1.0000674,0.99981976
0.5912281,0.369,1.3272916,1.7330202
0.6215594,0.752,1.0000681,0.9997586
0.66220313,0.585,0.9998833,0.99520516
0.8754031,0.17,3.002962,3.4481978
0.33689374,0.081,1.5629375,2.7881265
0.67329377,0.312,1.8774234,2.4361238
0.25676876,0.996,1.0000626,1.000118
0.5462594,0.572,0.99991703,0.99876726
0.7878125,0.809,0.9999778,0.99942017
0.5884344,0.48,1.0068697,1.0124719
0.8709125,0.431,2.0042996,2.4897547
0.5348375,0.316,1.3400332,1.7816161
0.6436125,0.195,2.320191,2.9527316
0.18290313,0.97,1.000052,1.0001651
0.5913875,0.851,1.0000651,1.0000145
0.21064375,0.271,1.0000021,1.0002142
0.08220313,0.37,0.99995553,1.0001726
0.50443125,0.899,1.000067,1.0000434
0.07165938,0.495,0.99995804,1.0002085
0.65360624,0.514,1.0497466,1.1385658
0.15217188,0.231,0.99996305,1.0001588
0.727625,0.169,2.6746778,3.2415934
0.8979469,0.112,3.1977692,3.6320834
0.062465627,0.715,0.9999826,1.0002481
0.19685937,0.026,1.0000906,0.9995693
0.051428124,0.058,1.0000176,0.9998373
0.6782875,0.3,1.9505295,2.517058
0.77030313,0.14,2.8802114,3.4151492
0.8875125,0.544,1.6120495,2.0351133
0.19284688,0.53,0.99999714,1.0002356
0.43663126,0.965,1.0000702,1.0000532
0.0333125,0.054,1.0000181,0.9998044
0.7564531,0.93,1.0000643,0.99999905
0.84264374,0.475,1.7395728,2.2024286
0.1280625,0.23,0.9999629,1.0001372
0.4910375,0.167,1.8853592,2.6568108
0.31394687,0.457,1.0000676,1.0000577
0.45818126,0.615,1.0000769,0.9998504
0.62652814,0.59,0.9997786,0.9982953
0.79108435,0.301,2.309535,2.8359442
0.19481562,0.517,0.99999547,1.000236
0.36339375,0.872,1.000064,1.0000718
0.16805938,0.234,0.99996626,1.0001736
0.71157813,0.61,1.0024942,1.0018756
0.5156594,0.996,1.0000718,1.000048
0.8034844,0.488,1.5662256,2.0021553
0.057690624,0.527,0.99995947,1.0002106
0.20427813,0.16,1.0000318,1.0001172
0.41897812,0.214,1.3219603,1.8529507
0.39492813,0.888,1.0000659,1.0000615
0.15908438,0.434,0.9999671,1.0002304
0.9307625,0.22,2.9547448,3.374938
0.62504065,0.188,2.2907243,2.9419389
0.6244094,0.488,1.0450543,1.1265167
0.8528531,0.567,1.4280758,1.8050815
0.5353,0.534,0.99981797,0.99848247
0.22624688,0.321,1.0000157,1.0002213
0.09849688,0.257,0.99996185,1.0001296
0.033790626,0.784,0.9999845,1.0002514
0.32533124,0.738,1.0000535,1.0001053
0.097278126,0.238,0.9999646,1.0001153
0.8728125,0.963,1.0000769,0.99993646
0.12345625,0.946,1.0000376,1.0002089
0.5384312,0.658,1.0000713,0.9996581
0.3752875,0.151,1.422466,2.1760073
0.41079375,0.826,1.000063,1.0000588
0.8701594,0.952,1.0000771,0.99990463
0.9150094,0.741,1.0974927,1.2447195
0.40935,0.194,1.3739876,1.9780284
0.7854781,0.611,1.1161517,1.2973272
0.88238436,0.171,3.0132847,3.453454
0.7668375,0.617,1.0623971,1.167373
0.42399687,0.636,1.0000671,0.9999902
0.1130625,0.698,0.99999774,1.0002465
0.5746844,0.8,1.0000671,0.99998033
0.34479064,0.443,1.0000896,0.99982226
0.6225625,0.254,1.9692937,2.5792174
0.8289375,0.343,2.2438293,2.7536812
0.3343031,0.452,1.000082,0.99994004
0.41594687,0.249,1.1567163,1.4702041
0.8432375,0.673,1.0982312,1.251783
0.43305936,0.56,1.0000807,0.999753
0.26684687,0.959,1.0000621,1.0001142
0.30098438,0.542,1.0000436,1.0001423
0.21152188,0.362,0.9999925,1.0002322
0.4999,0.155,1.9832298,2.776075
0.73955,0.552,1.1591402,1.3934119
0.34456563,0.742,1.0000554,1.0000935
0.93705624,0.075,3.3273354,3.7562423
0.8849813,0.817,0.999858,0.99905396
0.7185969,0.819,1.000059,0.99971735
0.7425375,0.207,2.5645523,3.116315
0.29551563,0.224,1.0001577,0.99671054
0.55050313,0.974,1.0000699,1.0000474
0.8295875,0.739,1.0001132,0.9982499
0.8858563,0.038,3.3087425,3.8498597
0.45765,0.157,1.7899288,2.596696
0.5636,0.869,1.0000647,1.0000322
0.8843531,0.636,1.2933835,1.6035426
0.6195781,0.992,1.0000685,1.0000545
0.24423437,0.917,1.0000573,1.0001305
0.13233125,0.894,1.0000347,1.0002129
0.82668126,0.0,3.2454305,4.001854
0.8420563,0.887,1.0000532,0.99968815
0.2718906,0.033,1.2872858,3.08888
0.8646375,0.784,0.9997711,0.9982461
0.16136563,0.495,0.9999769,1.0002389
0.9347938,0.815,1.0111232,1.0252979
0.07535312,0.63,0.9999721,1.0002396
0.50714374,0.472,0.9997959,0.9976958
0.5860375,0.511,0.99993336,0.99417734
0.6021,0.327,1.5474042,2.0613027
0.320875,0.469,1.0000681,1.000048
0.86728126,0.043,3.2768102,3.8260489
0.2592375,0.655,1.0000368,1.0001702
0.48609376,0.105,2.1640716,3.0971494
0.047040626,0.184,0.99998033,1.0000346
0.785125,0.262,2.4564834,2.9833708
0.34969687,0.339,1.0000087,0.99847233
0.78229064,0.259,2.4609733,2.9892583
0.0323625,0.634,0.9999652,1.0002269
0.08915,0.997,1.0000346,1.0002208
0.6574031,0.689,0.9999411,0.9990679
0.46930626,0.047,2.3118782,3.531733
0.24983124,0.993,1.0000618,1.000122
0.74715936,0.501,1.3430979,1.7089728
0.36874062,0.479,1.0000864,0.9998013
0.11966875,0.529,0.9999683,1.0002344
0.9495906,0.718,1.2253762,1.485429
0.85275,0.467,1.8028129,2.272668
0.08287813,0.291,0.9999602,1.0001358
0.0128125,0.791,0.99998,1.000249
0.8183531,0.34,2.2250633,2.739111
0.8290344,0.733,1.0007284,0.99965966
0.036396876,0.135,0.99999404,0.99997926
0.17849688,0.618,1.0000073,1.0002326
0.9100125,0.497,1.8580335,2.3170404
0.94023126,0.426,2.2256021,2.695714
0.29101562,0.351,1.0001004,0.9999193
0.81558126,0.716,1.0014627,1.0012113
0.8622781,0.443,1.9291254,2.4112253
0.26567814,0.843,1.0000554,1.0001254
0.20637813,0.346,0.9999883,1.0002302
0.83091563,0.974,1.0000669,1.0000128
0.5170094,0.909,1.000067,1.0000428
0.5145062,0.731,1.0000685,0.9999634
0.33755624,0.91,1.0000646,1.0000812
0.5416375,0.914,1.0000669,1.0000423
0.6343531,0.562,0.9998878,0.99531853
0.910025,0.686,1.2163676,1.4760618
0.37252814,0.215,1.118275,1.3937688
0.48554063,0.986,1.0000713,1.0000494
0.8403031,0.916,1.0000683,0.9998195
0.9566875,0.976,1.0001408,0.999995
0.73868126,0.145,2.7901707,3.353181
0.18863125,0.369,0.99997425,1.0002298
0.3972375,0.757,1.0000595,1.0000656
0.48234686,0.299,1.2115306,1.5625397
0.40920624,0.718,1.0000591,1.0000556
0.44445312,0.585,1.0000792,0.99980164
0.41537812,0.34,1.0000395,0.9926981
0.2691,0.542,1.0000309,1.0001822
0.2023125,0.557,1.0000052,1.0002295
0.42226875,0.527,1.0000812,0.99964046
0.41208437,0.458,1.0000405,0.9990765
0.5231031,0.248,1.6094714,2.212454
0.52463436,0.365,1.1173311,1.3303657
0.46831563,0.44,0.9998082,0.9978262
0.7705125,0.707,0.9998437,0.9981055
0.29685938,0.06,1.412307,2.847014
0.43826562,0.777,1.0000612,1.0000485
0.1193125,0.159,0.99997807,1.0000631
0.7063094,0.056,2.9723287,3.6880841
0.6573875,0.264,2.0459642,2.6386137
0.25107187,0.28,1.0000912,1.0000905
0.16808125,0.041,0.99998856,0.9997995
0.6011375,0.812,1.0000674,0.9999682
0.36981562,0.971,1.0000689,1.0000693
0.0240375,0.741,0.9999757,1.0002441
0.44039375,0.775,1.0000615,1.000047
0.52288127,0.964,1.0000699,1.0000461
0.3601781,0.899,1.0000652,1.0000721
0.1618875,0.45,0.99996996,1.0002332
0.6671094,0.851,1.0000668,0.99995387
0.25840312,0.796,1.000051,1.000139
0.19162813,0.197,0.99998856,1.0001631
0.41688436,0.576,1.0000762,0.9998952
0.36575624,0.677,1.0000548,1.0000831
0.15651563,0.684,1.0000111,1.0002335
0.703475,0.664,0.9998063,0.99871266
0.49825937,0.888,1.0000664,1.0000432
0.5185062,0.623,1.000068,0.99955595
0.49115,0.463,0.9997926,0.99789417
0.81105626,0.301,2.3676534,2.884107
0.045784377,0.355,0.99996054,1.0001384
0.7305875,0.954,1.0000631,1.0000428
0.43882188,0.893,1.000067,1.0000508
0.9316594,0.179,3.0799232,3.486422
0.5810813,0.1,2.5211735,3.3199167
0.9453281,0.403,2.3294663,2.7968826
0.6204875,0.81,1.0000685,0.99994016
0.042859375,0.601,0.99996376,1.000223
0.43454063,0.691,1.000063,1.0000241
0.1468875,0.176,0.9999713,1.0001073
0.57413435,0.89,1.0000654,1.0000366
0.12880938,0.136,0.99998283,1.00004
0.8171719,0.223,2.6953664,3.1938667
0.34861875,0.583,1.0000559,1.0000805
0.7016719,0.117,2.7957392,3.414124
0.006109375,0.041,1.0000141,0.999701
0.33686563,0.402,1.000097,0.99964476
0.576775,0.67,1.0000558,0.99949133
0.21504375,0.378,0.99999475,1.0002326
0.33089063,0.74,1.0000536,1.0001013
0.318725,0.237,1.0001491,0.9948174
0.3459094,0.635,1.000052,1.0000972
0.154,0.3,0.9999583,1.0001945
0.50975,0.643,1.0000753,0.9997319
0.353175,0.142,1.3537475,2.0972273
0.1452125,0.769,1.0000218,1.0002266
0.7288,0.679,0.9998399,0.9985316
0.7840437,0.72,0.9998429,0.99821985
0.9168375,0.644,1.3549168,1.6882269
0.79296875,0.357,2.0746865,2.594307
0.6480531,0.467,1.1608622,1.4096628
0.834525,0.73,1.0028629,1.004991
0.26126876,0.05,1.1005825,2.066207
0.47989687,0.539,1.0000294,0.9991267
0.33438438,0.998,1.0000684,1.0000832
0.6807219,0.399,1.5182148,1.9823588
0.0813125,0.973,1.0000294,1.0002289
0.9466562,0.849,1.0007461,1.0012692
0.01563125,0.164,0.99998844,1.0000019
0.61665,0.182,2.2900405,2.9520302
0.44844687,0.404,0.99986076,0.9969661
0.94666564,0.762,1.1153842,1.2821482
0.7516594,0.68,0.9998163,0.99718094
0.513375,0.378,1.0495483,1.1456639
0.7214281,0.333,1.9476899,2.4896288
0.70299065,0.325,1.9211742,2.4694774
0.7899344,0.327,2.1946464,2.7204723
0.11889687,0.816,1.0000199,1.0002335
0.29610625,0.709,1.0000483,1.0001298
0.54377186,0.644,1.0000635,0.9995278
0.07035625,0.551,0.9999615,1.000222
0.28875938,0.426,1.0000585,1.0001167
0.22264688,0.139,1.0001985,0.99986947
0.8826563,0.505,1.7447886,2.195962
0.61253124,0.995,1.0000691,1.0000541
0.24842812,0.904,1.0000573,1.0001291
0.95278126,0.443,2.1939034,2.6598358
0.885075,0.549,1.5865018,2.0040278
0.8678875,0.59,1.3935732,1.7535367
0.30437186,0.918,1.0000631,1.000096
0.21884374,0.508,1.0000058,1.0002275
0.38155937,0.121,1.6077775,2.5554395
0.7466125,0.893,1.0000657,0.9999323
0.09719375,0.839,1.0000161,1.0002403
0.14052813,0.695,1.0000077,1.0002388
0.7022312,0.652,0.9998348,0.9982834
0.7789219,0.224,2.5941486,3.1201234
